bulan,periode,stok,cuaca,penjualan
April,949,118,Hujan,88
November,950,227,Mendung,173
Desember,951,288,Cerah,94
September,952,347,Hujan,180
Juni,953,324,Cerah,70
September,954,185,Mendung,151
Januari,955,158,Hujan,83
Oktober,956,304,Cerah,210
Mei,957,227,Mendung,119
Oktober,958,225,Hujan,172
Mei,959,338,Hujan,206
Oktober,960,121,Mendung,144
September,961,263,Hujan,140
Januari,962,170,Mendung,201
September,963,164,Cerah,158
Oktober,964,323,Cerah,189
Juli,965,172,Hujan,76
Juni,966,151,Hujan,217
Juli,967,131,Mendung,92
Februari,968,259,Mendung,219
Januari,969,173,Mendung,164
April,970,139,Hujan,129
Agustus,971,100,Cerah,99
September,972,258,Hujan,170
November,973,302,Hujan,80
April,974,267,Mendung,159
Maret,975,117,Mendung,172
Mei,976,221,Cerah,184
November,977,195,Mendung,115
April,978,105,Cerah,219
Oktober,979,250,Hujan,113
November,980,120,Cerah,127
Januari,981,349,Cerah,124
November,982,162,Hujan,147
Juni,983,158,Hujan,97
September,984,272,Mendung,165
Agustus,985,332,Mendung,80
Mei,986,114,Cerah,93
Februari,987,303,Cerah,131
November,988,323,Cerah,128
Juli,989,269,Hujan,132
Januari,990,186,Cerah,185
Februari,991,280,Mendung,100
Desember,992,145,Cerah,177
Agustus,993,147,Cerah,197
Desember,994,272,Mendung,97
Juni,995,296,Cerah,207
April,996,299,Hujan,166
Juni,997,181,Mendung,85
April,998,198,Mendung,75
Februari,999,279,Mendung,108
Juni,1000,110,Hujan,99
Juni,1001,200,Mendung,149
September,1002,175,Mendung,99
Februari,1003,166,Mendung,81
Februari,1004,188,Cerah,151
Februari,1005,318,Mendung,136
September,1006,184,Hujan,113
Februari,1007,210,Hujan,155
Agustus,1008,184,Hujan,80
April,1009,133,Cerah,143
Agustus,1010,203,Mendung,144
Februari,1011,294,Cerah,181
Maret,1012,308,Hujan,115
November,1013,176,Cerah,174
Maret,1014,202,Mendung,101
Desember,1015,157,Mendung,192
Oktober,1016,166,Cerah,169
Agustus,1017,228,Mendung,214
Desember,1018,337,Hujan,136
Oktober,1019,184,Cerah,205
Oktober,1020,250,Mendung,207
Maret,1021,206,Mendung,131
November,1022,343,Cerah,77
Oktober,1023,115,Hujan,180
Maret,1024,273,Mendung,93
Juni,1025,170,Hujan,80
April,1026,307,Mendung,172
Desember,1027,185,Hujan,209
Maret,1028,109,Mendung,151
April,1029,332,Hujan,166
Juni,1030,343,Hujan,72
Februari,1031,170,Cerah,187
Oktober,1032,188,Cerah,151
Februari,1033,188,Hujan,73
Maret,1034,177,Hujan,182
Desember,1035,313,Cerah,75
November,1036,317,Mendung,203
September,1037,307,Mendung,126
Oktober,1038,347,Mendung,140
Maret,1039,125,Cerah,147
Maret,1040,249,Cerah,175
Januari,1041,254,Mendung,85
Maret,1042,146,Mendung,196
Juli,1043,192,Mendung,89
September,1044,304,Mendung,131
Februari,1045,285,Mendung,180
Februari,1046,228,Cerah,171
November,1047,312,Hujan,207
Februari,1048,271,Cerah,175
Juni,1049,163,Hujan,79
September,1050,293,Mendung,163
Oktober,1051,301,Mendung,122
September,1052,219,Mendung,189
Maret,1053,196,Cerah,88
Juli,1054,159,Cerah,111
Januari,1055,331,Cerah,92
Juni,1056,152,Cerah,78
Februari,1057,285,Mendung,188
Oktober,1058,252,Hujan,93
November,1059,162,Cerah,82
Oktober,1060,110,Mendung,199
Januari,1061,101,Hujan,167
Agustus,1062,308,Mendung,164
Juni,1063,201,Cerah,94
Juni,1064,171,Hujan,95
Januari,1065,113,Hujan,210
Februari,1066,211,Mendung,208
Juli,1067,151,Hujan,136
November,1068,151,Hujan,139
Februari,1069,130,Cerah,87
Januari,1070,239,Cerah,149
Mei,1071,148,Mendung,121
Oktober,1072,158,Cerah,212
Agustus,1073,247,Cerah,197
Februari,1074,149,Cerah,163
Agustus,1075,252,Mendung,129
November,1076,251,Cerah,91
Februari,1077,346,Hujan,143
Juli,1078,217,Cerah,117
Desember,1079,294,Mendung,98
Juli,1080,137,Mendung,163
Juni,1081,235,Mendung,157
Mei,1082,181,Cerah,186
April,1083,226,Mendung,117
September,1084,270,Hujan,160
Maret,1085,173,Mendung,146
November,1086,126,Hujan,198
November,1087,334,Hujan,73
Januari,1088,261,Hujan,109
Februari,1089,204,Cerah,197
November,1090,101,Hujan,131
April,1091,221,Cerah,187
Juni,1092,109,Mendung,212
Februari,1093,115,Cerah,103
Maret,1094,102,Mendung,150
Juni,1095,222,Mendung,73
Februari,1096,259,Cerah,216
Januari,1097,135,Cerah,194
April,1098,200,Hujan,95
Maret,1099,309,Mendung,203
November,1100,294,Cerah,195
Februari,1101,343,Mendung,113
September,1102,224,Hujan,145
Juni,1103,298,Cerah,89
Februari,1104,157,Mendung,156
Maret,1105,156,Cerah,190
April,1106,147,Hujan,208
Oktober,1107,294,Cerah,106
Mei,1108,327,Cerah,109
Januari,1109,186,Hujan,199
April,1110,223,Cerah,120
Agustus,1111,280,Cerah,121
Juni,1112,107,Cerah,209
Juni,1113,204,Hujan,181
Oktober,1114,192,Hujan,198
Agustus,1115,103,Hujan,91
Desember,1116,234,Hujan,139
September,1117,335,Hujan,87
Januari,1118,240,Mendung,163
Desember,1119,288,Cerah,91
Januari,1120,116,Hujan,204
April,1121,274,Hujan,192
Juni,1122,114,Mendung,173
Maret,1123,225,Mendung,161
Juni,1124,100,Mendung,155
November,1125,106,Cerah,209
September,1126,259,Cerah,216
April,1127,240,Mendung,83
Agustus,1128,101,Cerah,165
April,1129,100,Cerah,78
Agustus,1130,228,Hujan,70
Maret,1131,109,Hujan,110
Juni,1132,178,Cerah,111
Mei,1133,259,Mendung,112
Desember,1134,166,Hujan,207
Juli,1135,315,Hujan,75
Februari,1136,166,Mendung,141
Oktober,1137,124,Mendung,98
Maret,1138,124,Mendung,204
Agustus,1139,111,Mendung,158
April,1140,214,Mendung,154
November,1141,272,Mendung,79
Desember,1142,275,Hujan,210
Maret,1143,166,Hujan,138
Desember,1144,335,Cerah,95
Juni,1145,235,Cerah,121
Januari,1146,254,Hujan,107
Maret,1147,187,Hujan,108
Desember,1148,208,Cerah,71
Juni,1149,188,Hujan,149
Maret,1150,279,Cerah,147
Oktober,1151,131,Cerah,142
Oktober,1152,147,Mendung,97
Agustus,1153,206,Mendung,169
Juni,1154,161,Hujan,71
Juni,1155,225,Hujan,93
Januari,1156,314,Mendung,111
September,1157,208,Mendung,80
Juni,1158,175,Cerah,76
Februari,1159,235,Hujan,175
Februari,1160,111,Hujan,136
Januari,1161,240,Mendung,136
Desember,1162,328,Cerah,101
Juli,1163,330,Mendung,219
Februari,1164,236,Mendung,215
Mei,1165,161,Cerah,136
November,1166,229,Mendung,153
Oktober,1167,129,Cerah,83
Agustus,1168,328,Cerah,105
September,1169,162,Hujan,117
Februari,1170,270,Cerah,189
Mei,1171,198,Mendung,74
Juli,1172,226,Hujan,137
Agustus,1173,165,Cerah,112
April,1174,160,Cerah,141
Juli,1175,160,Mendung,155
November,1176,271,Mendung,73
Desember,1177,100,Hujan,125
Desember,1178,245,Hujan,160
Maret,1179,113,Mendung,215
Januari,1180,121,Hujan,189
Oktober,1181,121,Mendung,100
September,1182,219,Cerah,112
November,1183,106,Mendung,150
Januari,1184,146,Hujan,96
Maret,1185,327,Hujan,94
Februari,1186,293,Mendung,187
Desember,1187,312,Mendung,213
November,1188,292,Hujan,91
November,1189,171,Hujan,107
September,1190,288,Hujan,106
November,1191,200,Mendung,100
Juni,1192,317,Mendung,82
Mei,1193,219,Mendung,159
September,1194,210,Cerah,182
April,1195,276,Mendung,112
Mei,1196,307,Cerah,152
Februari,1197,330,Mendung,156
Maret,1198,319,Hujan,99
September,1199,336,Mendung,178
Desember,1200,220,Mendung,132
Juni,1201,204,Hujan,175
Agustus,1202,160,Cerah,192
Februari,1203,114,Mendung,75
Juni,1204,256,Cerah,70
Desember,1205,315,Hujan,131
Desember,1206,171,Mendung,124
November,1207,193,Cerah,151
Februari,1208,287,Cerah,219
Oktober,1209,275,Cerah,110
September,1210,263,Hujan,196
Juni,1211,157,Hujan,134
Oktober,1212,163,Cerah,216
Januari,1213,309,Mendung,216
April,1214,345,Mendung,155
September,1215,332,Mendung,109
Desember,1216,240,Cerah,171
November,1217,324,Cerah,96
Maret,1218,296,Cerah,193
Juni,1219,346,Mendung,182
Januari,1220,192,Cerah,125
Maret,1221,259,Mendung,129
Agustus,1222,148,Mendung,134
Juli,1223,264,Mendung,103
Oktober,1224,336,Cerah,127
Oktober,1225,316,Mendung,113
Mei,1226,328,Cerah,214
Oktober,1227,190,Hujan,72
Juni,1228,275,Mendung,143
April,1229,169,Mendung,96
Februari,1230,238,Hujan,109
Januari,1231,252,Mendung,214
November,1232,147,Mendung,78
Desember,1233,277,Cerah,161
Juni,1234,298,Cerah,178
September,1235,287,Mendung,147
Maret,1236,291,Cerah,208
Agustus,1237,213,Cerah,135
November,1238,225,Mendung,108
Februari,1239,173,Cerah,90
Mei,1240,267,Cerah,87
November,1241,256,Hujan,90
Agustus,1242,202,Mendung,144
Oktober,1243,160,Mendung,79
Februari,1244,340,Mendung,77
Februari,1245,315,Mendung,87
Mei,1246,319,Hujan,195
Mei,1247,244,Hujan,95
Februari,1248,288,Cerah,135
Juni,1249,156,Hujan,107
Juni,1250,107,Cerah,107
Oktober,1251,277,Mendung,92
Juni,1252,113,Cerah,132
September,1253,141,Hujan,195
Februari,1254,141,Mendung,170
Oktober,1255,348,Mendung,209
November,1256,111,Mendung,142
September,1257,281,Mendung,162
Agustus,1258,257,Cerah,103
Januari,1259,107,Mendung,152
September,1260,291,Hujan,183
November,1261,318,Cerah,211
April,1262,296,Mendung,131
Oktober,1263,159,Mendung,141
Januari,1264,202,Hujan,143
November,1265,158,Mendung,192
Desember,1266,215,Hujan,192
April,1267,337,Cerah,121
Mei,1268,131,Hujan,133
September,1269,182,Mendung,77
Mei,1270,232,Mendung,99
Februari,1271,345,Hujan,205
Maret,1272,229,Hujan,159
Juni,1273,247,Hujan,143
Juni,1274,344,Cerah,96
Desember,1275,321,Hujan,86
April,1276,283,Hujan,215
Januari,1277,200,Hujan,137
September,1278,143,Cerah,79
November,1279,131,Hujan,112
Mei,1280,283,Mendung,184
Agustus,1281,234,Mendung,207
Desember,1282,347,Hujan,80
November,1283,273,Hujan,84
Oktober,1284,205,Hujan,158
Agustus,1285,153,Mendung,108
Agustus,1286,143,Cerah,112
Oktober,1287,106,Hujan,210
Juli,1288,267,Cerah,184
Oktober,1289,295,Hujan,141
Oktober,1290,210,Mendung,158
April,1291,346,Cerah,160
April,1292,212,Cerah,131
Januari,1293,206,Mendung,187
Desember,1294,346,Hujan,161
April,1295,241,Cerah,166
Juni,1296,115,Mendung,113
Februari,1297,291,Mendung,107
Oktober,1298,198,Cerah,166
April,1299,226,Mendung,197
Januari,1300,142,Cerah,175
Agustus,1301,199,Hujan,84
April,1302,151,Mendung,136
Juni,1303,209,Cerah,85
Januari,1304,104,Mendung,178
November,1305,216,Cerah,167
November,1306,242,Hujan,79
Juli,1307,132,Hujan,199
Maret,1308,140,Mendung,132
Agustus,1309,325,Mendung,190
Oktober,1310,198,Cerah,165
Januari,1311,264,Mendung,101
Juli,1312,335,Cerah,156
Oktober,1313,144,Mendung,112
Agustus,1314,127,Hujan,92
September,1315,197,Cerah,141
Maret,1316,251,Mendung,101
April,1317,147,Hujan,191
Februari,1318,320,Mendung,120
April,1319,145,Cerah,187
Juli,1320,217,Mendung,175
Juli,1321,195,Mendung,71
Desember,1322,229,Hujan,216
November,1323,215,Hujan,129
Juli,1324,344,Hujan,96
Desember,1325,145,Cerah,167
September,1326,259,Mendung,93
November,1327,309,Hujan,192
Maret,1328,184,Mendung,165
Februari,1329,119,Cerah,153
Januari,1330,147,Mendung,136
Agustus,1331,128,Cerah,140
Juni,1332,295,Hujan,119
September,1333,320,Cerah,114
September,1334,102,Hujan,208
September,1335,112,Mendung,155
Maret,1336,144,Hujan,92
November,1337,325,Hujan,120
Januari,1338,292,Cerah,100
November,1339,145,Mendung,146
Oktober,1340,318,Cerah,188
Desember,1341,347,Hujan,105
Oktober,1342,215,Hujan,77
Oktober,1343,342,Mendung,214
Desember,1344,299,Mendung,209
Agustus,1345,176,Mendung,112
Desember,1346,111,Hujan,193
Januari,1347,341,Hujan,76
Mei,1348,221,Cerah,151
Februari,1349,244,Cerah,175
Desember,1350,163,Hujan,102
Februari,1351,189,Hujan,202
Oktober,1352,277,Hujan,133
November,1353,271,Hujan,114
Juni,1354,108,Hujan,199
Januari,1355,130,Mendung,211
Oktober,1356,114,Cerah,137
November,1357,198,Cerah,154
November,1358,142,Hujan,111
Desember,1359,199,Hujan,183
Februari,1360,114,Cerah,111
Maret,1361,341,Cerah,115
Maret,1362,234,Mendung,178
Januari,1363,194,Hujan,206
Februari,1364,331,Mendung,163
Juli,1365,107,Mendung,131
Desember,1366,343,Hujan,157
Agustus,1367,122,Cerah,213
Januari,1368,292,Hujan,97
Maret,1369,214,Cerah,175
April,1370,208,Cerah,86
Februari,1371,150,Mendung,173
Februari,1372,200,Mendung,92
Oktober,1373,270,Hujan,197
Agustus,1374,110,Mendung,81
September,1375,330,Hujan,198
September,1376,133,Mendung,210
Januari,1377,311,Hujan,147
Maret,1378,287,Mendung,139
Februari,1379,217,Mendung,193
Juli,1380,139,Hujan,94
Mei,1381,260,Mendung,136
Januari,1382,222,Cerah,213
April,1383,243,Mendung,193
Januari,1384,196,Cerah,211
September,1385,215,Mendung,178
Maret,1386,305,Cerah,167
November,1387,231,Mendung,142
Februari,1388,189,Cerah,89
Juni,1389,299,Hujan,72
Desember,1390,215,Mendung,118
Februari,1391,289,Hujan,210
Oktober,1392,272,Hujan,93
Mei,1393,219,Mendung,131
Mei,1394,100,Cerah,80
Februari,1395,146,Mendung,107
Oktober,1396,349,Mendung,102
September,1397,155,Mendung,138
Agustus,1398,119,Mendung,140
Oktober,1399,244,Mendung,122
Juli,1400,102,Cerah,197
Agustus,1401,249,Mendung,124
Januari,1402,193,Hujan,188
Juni,1403,213,Hujan,90
Januari,1404,222,Mendung,167
Maret,1405,162,Cerah,161
November,1406,341,Hujan,142
Januari,1407,249,Mendung,92
Juli,1408,298,Hujan,99
Maret,1409,324,Mendung,74
Mei,1410,297,Mendung,122
Oktober,1411,207,Mendung,150
Januari,1412,113,Cerah,197
September,1413,148,Mendung,169
Maret,1414,321,Hujan,190
Januari,1415,325,Mendung,81
Mei,1416,296,Mendung,164
Desember,1417,326,Cerah,207
November,1418,334,Cerah,95
Maret,1419,230,Cerah,180
April,1420,135,Cerah,150
Februari,1421,183,Mendung,195
Maret,1422,215,Cerah,189
Desember,1423,253,Cerah,200
Januari,1424,258,Mendung,177
Desember,1425,134,Cerah,124
Mei,1426,170,Mendung,105
Juni,1427,285,Mendung,98
September,1428,144,Mendung,117
Maret,1429,330,Cerah,158
Juli,1430,273,Cerah,154
November,1431,344,Mendung,131
November,1432,277,Cerah,78
Juni,1433,205,Cerah,82
April,1434,327,Cerah,198
September,1435,162,Hujan,172
November,1436,165,Cerah,158
September,1437,175,Mendung,122
April,1438,172,Cerah,85
Maret,1439,248,Mendung,206
September,1440,349,Cerah,146
Februari,1441,150,Cerah,114
Desember,1442,136,Hujan,161
Oktober,1443,206,Hujan,173
Desember,1444,271,Mendung,210
Agustus,1445,103,Cerah,199
Mei,1446,197,Hujan,139
September,1447,341,Hujan,104
April,1448,123,Hujan,150
Februari,1449,313,Mendung,141
April,1450,199,Mendung,152
Februari,1451,109,Cerah,75
November,1452,259,Cerah,77
Januari,1453,212,Hujan,114
November,1454,212,Mendung,161
Juli,1455,286,Mendung,86
April,1456,106,Cerah,171
Agustus,1457,228,Cerah,75
Agustus,1458,219,Hujan,218
Maret,1459,301,Hujan,143
Oktober,1460,205,Hujan,84
April,1461,189,Mendung,136
Oktober,1462,322,Cerah,78
April,1463,307,Mendung,215
Agustus,1464,259,Cerah,90
April,1465,116,Cerah,80
Februari,1466,187,Cerah,138
April,1467,343,Hujan,192
April,1468,312,Mendung,162
Mei,1469,298,Hujan,158
September,1470,186,Cerah,172
April,1471,195,Hujan,100
Oktober,1472,148,Hujan,215
Juli,1473,188,Cerah,80
September,1474,200,Mendung,89
Desember,1475,296,Hujan,170
September,1476,228,Hujan,70
Juni,1477,280,Mendung,212
Mei,1478,115,Mendung,156
November,1479,111,Hujan,214
Maret,1480,138,Hujan,133
Maret,1481,264,Mendung,99
Agustus,1482,202,Mendung,100
Juni,1483,308,Hujan,207
Februari,1484,319,Hujan,194
Mei,1485,263,Hujan,173
Juli,1486,183,Mendung,109
Desember,1487,151,Cerah,85
Maret,1488,196,Mendung,109
Desember,1489,275,Hujan,94
Oktober,1490,190,Cerah,131
April,1491,173,Mendung,155
Januari,1492,164,Mendung,163
Juli,1493,197,Cerah,171
April,1494,281,Mendung,150
Juni,1495,297,Hujan,74
Januari,1496,246,Hujan,88
Maret,1497,221,Hujan,108
Maret,1498,161,Mendung,202
Agustus,1499,272,Cerah,177
April,1500,145,Cerah,185
Mei,1501,295,Hujan,196
Februari,1502,196,Hujan,125
Maret,1503,253,Mendung,134
Juni,1504,159,Hujan,118
Agustus,1505,134,Cerah,92
April,1506,192,Hujan,72
Agustus,1507,264,Hujan,184
Januari,1508,315,Mendung,78
Oktober,1509,121,Hujan,203
November,1510,308,Hujan,160
November,1511,257,Hujan,164
Juli,1512,256,Mendung,180
April,1513,131,Mendung,173
Mei,1514,211,Mendung,167
Agustus,1515,107,Cerah,132
Januari,1516,348,Cerah,98
Agustus,1517,120,Hujan,123
Juni,1518,118,Cerah,201
November,1519,187,Hujan,194
Februari,1520,180,Mendung,137
Juli,1521,250,Cerah,202
Oktober,1522,143,Mendung,173
November,1523,196,Mendung,185
Desember,1524,250,Cerah,168
Mei,1525,288,Mendung,163
April,1526,146,Hujan,121
November,1527,314,Hujan,179
Juli,1528,341,Hujan,138
Maret,1529,178,Mendung,149
Juli,1530,147,Mendung,146
Juni,1531,126,Mendung,116
Maret,1532,204,Cerah,205
Agustus,1533,267,Cerah,174
Juli,1534,223,Hujan,187
Desember,1535,280,Mendung,89
Juni,1536,290,Hujan,73
Februari,1537,254,Hujan,113
Oktober,1538,154,Hujan,79
Maret,1539,325,Mendung,77
Agustus,1540,211,Cerah,177
Februari,1541,192,Mendung,153
Mei,1542,278,Mendung,204
September,1543,150,Mendung,193
Maret,1544,340,Mendung,199
Januari,1545,333,Hujan,188
Desember,1546,133,Cerah,133
November,1547,203,Hujan,127
April,1548,341,Hujan,131
Maret,1549,311,Cerah,106
Juni,1550,121,Hujan,70
Maret,1551,272,Cerah,147
Mei,1552,189,Mendung,129
Mei,1553,312,Hujan,82
Maret,1554,214,Hujan,95
September,1555,230,Cerah,128
Mei,1556,241,Cerah,141
Februari,1557,200,Hujan,162
Juni,1558,131,Hujan,210
Januari,1559,212,Cerah,182
Februari,1560,313,Hujan,105
Januari,1561,293,Hujan,74
Februari,1562,146,Hujan,176
Agustus,1563,102,Cerah,156
Februari,1564,321,Mendung,73
Juni,1565,317,Cerah,209
Agustus,1566,339,Hujan,82
Februari,1567,128,Mendung,210
Februari,1568,266,Hujan,117
Agustus,1569,279,Cerah,94
Januari,1570,309,Mendung,86
Maret,1571,259,Hujan,120
Desember,1572,265,Cerah,170
Desember,1573,242,Hujan,219
Oktober,1574,323,Mendung,114
Juli,1575,243,Cerah,158
April,1576,167,Mendung,100
Juli,1577,121,Hujan,199
April,1578,238,Cerah,189
Januari,1579,217,Cerah,135
Mei,1580,169,Cerah,110
Oktober,1581,152,Hujan,137
Januari,1582,215,Hujan,152
Agustus,1583,180,Hujan,214
Desember,1584,259,Hujan,184
Agustus,1585,185,Cerah,85
September,1586,312,Cerah,163
November,1587,275,Cerah,180
Maret,1588,310,Hujan,136
Februari,1589,164,Mendung,214
Oktober,1590,302,Hujan,76
Juni,1591,318,Mendung,118
Februari,1592,249,Mendung,79
Juli,1593,107,Mendung,184
April,1594,281,Mendung,144
Februari,1595,290,Hujan,125
Maret,1596,314,Hujan,124
November,1597,269,Hujan,104
Maret,1598,345,Hujan,78
April,1599,159,Cerah,84
November,1600,194,Mendung,195
Agustus,1601,127,Cerah,210
Juni,1602,313,Hujan,80
Oktober,1603,192,Hujan,178
Februari,1604,297,Hujan,217
Agustus,1605,173,Mendung,126
Januari,1606,120,Hujan,114
Mei,1607,269,Mendung,177
April,1608,129,Cerah,211
Oktober,1609,104,Hujan,129
Juni,1610,270,Cerah,116
Juni,1611,244,Hujan,125
September,1612,152,Cerah,127
Oktober,1613,334,Mendung,103
September,1614,198,Hujan,112
Januari,1615,327,Cerah,216
Oktober,1616,129,Hujan,209
April,1617,337,Hujan,196
Maret,1618,329,Cerah,106
April,1619,158,Cerah,178
Maret,1620,106,Cerah,107
Agustus,1621,326,Cerah,179
Agustus,1622,231,Hujan,80
September,1623,112,Mendung,91
Maret,1624,130,Cerah,152
Juli,1625,122,Cerah,99
Agustus,1626,175,Cerah,206
April,1627,267,Hujan,178
Februari,1628,172,Mendung,193
Juni,1629,198,Mendung,199
Januari,1630,158,Mendung,70
Maret,1631,170,Cerah,141
Agustus,1632,240,Hujan,141
Februari,1633,178,Mendung,203
Januari,1634,190,Cerah,128
September,1635,132,Cerah,147
Maret,1636,161,Mendung,101
September,1637,188,Mendung,185
Februari,1638,141,Hujan,127
Februari,1639,143,Mendung,192
September,1640,191,Cerah,208
Oktober,1641,322,Hujan,186
November,1642,255,Mendung,186
Oktober,1643,321,Mendung,82
Februari,1644,235,Mendung,105
September,1645,120,Cerah,109
Maret,1646,273,Mendung,84
November,1647,151,Mendung,124
Januari,1648,284,Hujan,87
Agustus,1649,202,Mendung,172
Maret,1650,143,Hujan,112
Maret,1651,274,Hujan,202
Januari,1652,150,Hujan,98
November,1653,173,Cerah,191
Mei,1654,256,Cerah,188
Juli,1655,148,Hujan,102
Mei,1656,118,Hujan,151
Oktober,1657,282,Mendung,92
Februari,1658,217,Cerah,172
Desember,1659,169,Cerah,140
Juni,1660,114,Cerah,80
September,1661,321,Mendung,170
Maret,1662,178,Hujan,97
September,1663,241,Mendung,199
Agustus,1664,157,Cerah,101
Mei,1665,279,Cerah,184
Oktober,1666,274,Hujan,79
Februari,1667,209,Hujan,193
September,1668,262,Mendung,195
Desember,1669,181,Mendung,106
Agustus,1670,150,Hujan,174
Maret,1671,152,Hujan,207
Agustus,1672,152,Cerah,103
Juli,1673,285,Mendung,75
Desember,1674,104,Hujan,157
Desember,1675,282,Mendung,202
September,1676,322,Hujan,105
September,1677,138,Mendung,106
Desember,1678,117,Mendung,148
Agustus,1679,312,Hujan,198
Mei,1680,298,Hujan,102
Juli,1681,108,Cerah,209
Agustus,1682,301,Hujan,206
September,1683,142,Mendung,99
Juni,1684,164,Hujan,93
Mei,1685,297,Hujan,132
Januari,1686,173,Mendung,198
Agustus,1687,265,Mendung,206
Januari,1688,162,Hujan,183
Juli,1689,309,Mendung,114
Agustus,1690,326,Cerah,75
September,1691,129,Hujan,101
Agustus,1692,325,Hujan,101
Mei,1693,300,Hujan,152
Oktober,1694,107,Hujan,205
Februari,1695,185,Cerah,201
Maret,1696,321,Hujan,179
Juli,1697,232,Hujan,90
Februari,1698,169,Hujan,111
September,1699,342,Mendung,91
November,1700,205,Hujan,156
Agustus,1701,180,Hujan,81
Oktober,1702,225,Mendung,191
Mei,1703,229,Cerah,76
Juli,1704,175,Mendung,195
Agustus,1705,135,Hujan,74
Juli,1706,300,Mendung,199
Maret,1707,202,Mendung,90
September,1708,224,Cerah,88
Maret,1709,198,Hujan,71
Maret,1710,216,Hujan,87
Desember,1711,250,Cerah,216
Desember,1712,149,Cerah,178
April,1713,178,Cerah,87
Agustus,1714,157,Mendung,199
September,1715,200,Hujan,89
Februari,1716,158,Mendung,199
April,1717,318,Hujan,162
Mei,1718,268,Cerah,180
Oktober,1719,121,Hujan,209
Juli,1720,212,Hujan,130
Maret,1721,268,Hujan,155
Januari,1722,347,Hujan,155
